province,dev_role,dev_role_parent_group,visitors,province_visitors_share,location_quotient
northwest_territories,database administrators,other kinds of developers,24,0.14906832298136646,2.5212892496049766
northwest_territories,desktop developers,other kinds of developers,2,0.012422360248447204,0.3405805011883799
northwest_territories,embedded developers,other kinds of developers,3,0.018633540372670808,0.25580332241518866
northwest_territories,front-end web,other kinds of developers,19,0.11801242236024845,1.2061277316042482
northwest_territories,full-stack web,other kinds of developers,94,0.5838509316770186,1.0149776328014408
northwest_territories,graphics programmers,other kinds of developers,1,0.006211180124223602,0.3822081522365762
northwest_territories,machine learning specialists,other kinds of developers,4,0.024844720496894408,0.6381617459730385
northwest_territories,systems administrators,other kinds of developers,29,0.18012422360248448,1.7792185937278238
nova_scotia,all developers,-,9685,1,1
nova_scotia,mobile developers,all developers,429,0.04429530201342282,0.8697919164917621
nova_scotia,other kinds of developers,all developers,3502,0.3615900877645844,1.0062288504634511
nova_scotia,web developers,all developers,6412,0.6620547237996902,1.0291681000139743
nova_scotia,android developers,mobile developers,188,0.01941146102219928,0.6468083330172208
nova_scotia,ios developers,mobile developers,242,0.024987093443469284,1.2131360164697647
nova_scotia,back-end web,other kinds of developers,1437,0.14837377387712958,1.0818780590390487
nova_scotia,data scientists,other kinds of developers,461,0.04759938048528652,1.26289817448326
nova_scotia,database administrators,other kinds of developers,632,0.06525554981930821,1.1037094464197452
nova_scotia,desktop developers,other kinds of developers,338,0.0348993288590604,0.956825488573529
nova_scotia,embedded developers,other kinds of developers,698,0.0720702116675271,0.9893879114222704
nova_scotia,front-end web,other kinds of developers,911,0.0940629839958699,0.9613561966259637
nova_scotia,full-stack web,other kinds of developers,5732,0.5918430562725865,1.028871295143922
nova_scotia,graphics programmers,other kinds of developers,228,0.02354155911202891,1.4486419052452495
nova_scotia,machine learning specialists,other kinds of developers,450,0.04646360351058337,1.193464597205644
nova_scotia,systems administrators,other kinds of developers,914,0.09437274135260712,0.9321885352088162
nunavut,all developers,-,33,1,1
nunavut,mobile developers,all developers,0,0,0
nunavut,other kinds of developers,all developers,16,0.48484848484848486,1.349230938752024
nunavut,web developers,all developers,18,0.5454545454545454,0.8479124126894465
nunavut,android developers,mobile developers,0,0,0
nunavut,ios developers,mobile developers,0,0,0
nunavut,back-end web,other kinds of developers,3,0.09090909090909091,0.6628701842090964
nunavut,data scientists,other kinds of developers,6,0.18181818181818182,4.823967193796243
nunavut,database administrators,other kinds of developers,3,0.09090909090909091,1.5376044287363684
nunavut,desktop developers,other kinds of developers,1,0.030303030303030304,0.8308100104746844
nunavut,embedded developers,other kinds of developers,0,0,0
nunavut,front-end web,other kinds of developers,3,0.09090909090909091,0.9291223195611674
nunavut,full-stack web,other kinds of developers,15,0.45454545454545453,0.7901905168328431
nunavut,graphics programmers,other kinds of developers,0,0,0
nunavut,machine learning specialists,other kinds of developers,6,0.18181818181818182,4.670183686439056
nunavut,systems administrators,other kinds of developers,6,0.18181818181818182,1.7959510569917219
ontario,all developers,-,290456,1,1
ontario,mobile developers,all developers,14893,0.051274547607899304,1.0068378587329245
ontario,other kinds of developers,all developers,102258,0.3520602087751673,0.9797092098398396
ontario,web developers,all developers,188283,0.6482324345167598,1.0076812671468758
ontario,android developers,mobile developers,8404,0.028933814415952847,0.9641021996649156
ontario,ios developers,mobile developers,6443,0.022182361528079984,1.0769648643188017
ontario,back-end web,other kinds of developers,41550,0.14305092681851986,1.0430661363262164
ontario,data scientists,other kinds of developers,10278,0.0353857382873826,0.9388480234462631
ontario,database administrators,other kinds of developers,16259,0.05597749745228193,0.9467837279142821
ontario,desktop developers,other kinds of developers,10202,0.03512408075577712,0.9629874507204881
ontario,embedded developers,other kinds of developers,20720,0.07133610598507174,0.9793100266606946
ontario,front-end web,other kinds of developers,28626,0.09855537499655714,1.0072699848422404
ontario,full-stack web,other kinds of developers,167841,0.5778534442394029,1.0045514858657791
ontario,graphics programmers,other kinds of developers,4e3,0.013771449031867134,0.84743317418251
ontario,machine learning specialists,other kinds of developers,10922,0.037602941581513206,0.9658695438485708
ontario,systems administrators,other kinds of developers,30577,0.10527239926185034,1.0398524219950607
prince_edward_island,all developers,-,1518,1,1
prince_edward_island,mobile developers,all developers,63,0.041501976284584984,0.8149415818369636
prince_edward_island,other kinds of developers,all developers,519,0.34189723320158105,0.9514277951254083
prince_edward_island,web developers,all developers,1147,0.7555994729907773,1.1745839823125546
prince_edward_island,android developers,mobile developers,21,0.01383399209486166,0.4609617666397116
prince_edward_island,ios developers,mobile developers,42,0.02766798418972332,1.34329461726338
prince_edward_island,back-end web,other kinds of developers,283,0.18642951251646903,1.3593642183418424
prince_edward_island,data scientists,other kinds of developers,22,0.014492753623188406,0.38451912414317874
prince_edward_island,database administrators,other kinds of developers,172,0.11330698287220026,1.9164345053815603
prince_edward_island,desktop developers,other kinds of developers,59,0.038866930171278,1.065604143869704
prince_edward_island,embedded developers,other kinds of developers,77,0.050724637681159424,0.6963534887969025
prince_edward_island,front-end web,other kinds of developers,182,0.11989459815546773,1.2253642185516846
prince_edward_island,full-stack web,other kinds of developers,994,0.6548089591567853,1.1383324256983278
prince_edward_island,graphics programmers,other kinds of developers,27,0.017786561264822136,1.094505163222923
prince_edward_island,machine learning specialists,other kinds of developers,25,0.016469038208168644,0.4230238846412188
prince_edward_island,systems administrators,other kinds of developers,128,0.08432147562582346,0.8329048380251464
quebec,all developers,-,154502,1,1
quebec,mobile developers,all developers,8293,0.05367568057371425,1.053987013364602
quebec,other kinds of developers,all developers,54967,0.3557688573610698,0.9900295956292728
quebec,web developers,all developers,100692,0.651719718838591,1.013102271862482
quebec,android developers,mobile developers,5753,0.0372357639383309,1.2407310492513275
quebec,ios developers,mobile developers,2502,0.016193965126665027,0.7862251921800578
quebec,back-end web,other kinds of developers,20052,0.12978472770579022,0.9463346899805104
quebec,data scientists,other kinds of developers,6251,0.0404590231841659,1.0734515029340184
quebec,database administrators,other kinds of developers,9871,0.06388914059364928,1.0805984807745117
quebec,desktop developers,other kinds of developers,5888,0.0381095390350934,1.0448389553227342
quebec,embedded developers,other kinds of developers,10344,0.0669505896363801,0.9191051686431168
quebec,front-end web,other kinds of developers,13489,0.08730631318688431,0.8923006864258485
quebec,full-stack web,other kinds of developers,90619,0.5865231518038602,1.019623071408305
quebec,graphics programmers,other kinds of developers,3067,0.019850875716819198,1.2215338110085452
quebec,machine learning specialists,other kinds of developers,6278,0.0406337782035184,1.0437196444644996
quebec,systems administrators,other kinds of developers,14669,0.09494375477340099,0.9378288520702878
saskatchewan,all developers,-,8260,1,1
saskatchewan,mobile developers,all developers,279,0.0337772397094431,0.6632570210668253
saskatchewan,other kinds of developers,all developers,3471,0.4202179176755448,1.1693777195632042
saskatchewan,web developers,all developers,4852,0.587409200968523,0.9131311801868672
saskatchewan,android developers,mobile developers,148,0.01791767554479419,0.5970339809774252
saskatchewan,ios developers,mobile developers,131,0.01585956416464891,0.7699898564503665
saskatchewan,back-end web,other kinds of developers,1056,0.12784503631961258,0.9321912905294023
saskatchewan,data scientists,other kinds of developers,307,0.037167070217917673,0.9861100008141592
saskatchewan,database administrators,other kinds of developers,592,0.07167070217917676,1.212213079894822
saskatchewan,desktop developers,other kinds of developers,229,0.027723970944309926,0.7601006354911851
saskatchewan,embedded developers,other kinds of developers,894,0.10823244552058112,1.4858270947743246
saskatchewan,front-end web,other kinds of developers,712,0.08619854721549637,0.8809789354483127
saskatchewan,full-stack web,other kinds of developers,4257,0.5153753026634382,0.8959382889039115
saskatchewan,graphics programmers,other kinds of developers,156,0.018886198547215495,1.1621719069701995
saskatchewan,machine learning specialists,other kinds of developers,305,0.036924939467312345,0.9484543745764545
saskatchewan,systems administrators,other kinds of developers,1051,0.12723970944309929,1.2568395986610954
yukon,all developers,-,194,1,1
yukon,mobile developers,all developers,2,0.010309278350515464,0.20243516956774843
yukon,other kinds of developers,all developers,95,0.4896907216494845,1.3627058611429108
yukon,web developers,all developers,112,0.5773195876288659,0.8974468148053248
yukon,android developers,mobile developers,2,0.010309278350515464,0.3435149542263536
yukon,ios developers,mobile developers,1,0.005154639175257732,0.2502603373841201
yukon,back-end web,other kinds of developers,25,0.12886597938144329,0.9396355703994922
yukon,data scientists,other kinds of developers,12,0.061855670103092786,1.6411434783018144
yukon,database administrators,other kinds of developers,28,0.14432989690721648,2.4411451755195945
yukon,desktop developers,other kinds of developers,5,0.02577319587628866,0.7066167614862006
yukon,embedded developers,other kinds of developers,8,0.041237113402061855,0.5661076963415171
yukon,front-end web,other kinds of developers,22,0.1134020618556701,1.159008254297951
yukon,full-stack web,other kinds of developers,92,0.4742268041237113,0.8244049515823064
yukon,graphics programmers,other kinds of developers,1,0.005154639175257732,0.31719336345406585
yukon,machine learning specialists,other kinds of developers,12,0.061855670103092786,1.5888253778607095
yukon,systems administrators,other kinds of developers,38,0.1958762886597938,1.9348132521199477
